timestamp,open,high,low,close,volume
2026-03-31 05:45:00,2064.36,2068.38,2062.03,2063.39,21840.294
2026-03-31 06:00:00,2063.39,2064.0,2057.33,2057.95,24397.141
2026-03-31 06:15:00,2057.95,2059.62,2054.09,2056.46,33341.595
2026-03-31 06:30:00,2056.47,2059.47,2053.88,2057.64,23908.25
2026-03-31 06:45:00,2057.63,2062.26,2057.63,2061.29,16609.874
2026-03-31 07:00:00,2061.29,2062.0,2048.03,2050.38,43848.711
2026-03-31 07:15:00,2050.38,2051.28,2040.88,2049.29,91542.847
2026-03-31 07:30:00,2049.29,2053.58,2047.4,2052.0,32044.478
2026-03-31 07:45:00,2052.0,2056.8,2051.99,2055.0,26449.31
2026-03-31 08:00:00,2054.99,2058.0,2050.52,2052.97,30576.988
2026-03-31 08:15:00,2052.97,2058.66,2051.25,2053.35,18007.053
2026-03-31 08:30:00,2053.34,2053.49,2037.59,2040.08,74071.204
2026-03-31 08:45:00,2040.08,2043.48,2034.42,2038.89,59471.992
2026-03-31 09:00:00,2038.88,2043.62,2031.0,2036.63,71047.784
2026-03-31 09:15:00,2036.63,2037.81,2021.71,2025.32,108829.215
2026-03-31 09:30:00,2025.31,2031.71,2023.3,2029.64,59757.456
2026-03-31 09:45:00,2029.64,2029.72,2011.25,2017.28,123597.056
2026-03-31 10:00:00,2017.27,2024.42,2015.85,2023.83,58990.122
2026-03-31 10:15:00,2023.83,2027.73,2022.57,2024.89,34353.46
2026-03-31 10:30:00,2024.88,2026.43,2019.85,2022.68,28016.682
2026-03-31 10:45:00,2022.68,2029.3,2022.22,2025.26,31731.382
2026-03-31 11:00:00,2025.26,2034.89,2021.68,2032.5,78147.316
2026-03-31 11:15:00,2032.51,2041.68,2030.84,2036.56,118679.841
2026-03-31 11:30:00,2036.57,2043.57,2035.03,2041.52,43541.629
2026-03-31 11:45:00,2041.52,2041.52,2036.0,2040.23,28036.231
2026-03-31 12:00:00,2040.23,2047.07,2035.7,2036.55,58640.593
2026-03-31 12:15:00,2036.55,2052.25,2033.89,2050.55,77504.276
2026-03-31 12:30:00,2050.54,2057.19,2047.79,2055.43,69066.765
2026-03-31 12:45:00,2055.43,2057.0,2043.41,2046.78,83077.141
2026-03-31 13:00:00,2046.78,2059.75,2046.78,2059.03,54602.547
2026-03-31 13:15:00,2059.03,2064.31,2054.98,2057.24,47445.507
2026-03-31 13:30:00,2057.24,2068.55,2056.41,2062.0,83603.432
2026-03-31 13:45:00,2062.01,2079.36,2062.01,2074.36,128216.618
2026-03-31 14:00:00,2074.35,2086.0,2067.08,2078.41,164917.866
2026-03-31 14:15:00,2078.41,2091.49,2077.99,2085.61,184935.748
2026-03-31 14:30:00,2085.62,2087.75,2062.08,2067.62,130734.445
2026-03-31 14:45:00,2067.62,2067.73,2036.3,2045.2,282182.701
2026-03-31 15:00:00,2045.2,2077.38,2044.58,2074.71,212574.909
2026-03-31 15:15:00,2074.7,2076.14,2057.44,2059.47,117637.751
2026-03-31 15:30:00,2059.47,2066.71,2055.44,2058.25,93512.041
2026-03-31 15:45:00,2058.25,2064.36,2052.27,2053.66,49395.482
2026-03-31 16:00:00,2053.66,2065.84,2053.31,2063.28,53147.857
2026-03-31 16:15:00,2063.26,2070.41,2061.0,2065.33,38474.794
2026-03-31 16:30:00,2065.33,2108.07,2060.22,2093.18,341936.223
2026-03-31 16:45:00,2093.18,2102.81,2084.1,2090.41,205700.514
2026-03-31 17:00:00,2090.4,2116.36,2087.56,2113.42,207700.176
2026-03-31 17:15:00,2113.41,2124.51,2106.27,2107.05,215187.69
2026-03-31 17:30:00,2107.05,2113.53,2093.48,2098.45,142147.442
2026-03-31 17:45:00,2098.45,2102.35,2089.19,2092.52,94993.968
2026-03-31 18:00:00,2092.51,2107.67,2092.45,2106.95,85089.028
2026-03-31 18:15:00,2106.94,2114.71,2095.58,2101.47,75020.47
2026-03-31 18:30:00,2101.48,2105.59,2097.04,2099.39,31839.323
2026-03-31 18:45:00,2099.39,2103.39,2095.72,2098.86,25807.357
2026-03-31 19:00:00,2098.85,2103.42,2096.88,2100.89,26885.623
2026-03-31 19:15:00,2100.88,2103.24,2095.43,2097.24,30877.341
2026-03-31 19:30:00,2097.24,2099.35,2090.87,2095.31,39020.926
2026-03-31 19:45:00,2095.31,2098.93,2091.48,2095.68,31736.834
2026-03-31 20:00:00,2095.68,2105.72,2095.09,2104.87,41387.452
2026-03-31 20:15:00,2104.87,2105.91,2100.64,2102.71,22887.318
2026-03-31 20:30:00,2102.72,2107.54,2100.3,2103.52,18228.315
2026-03-31 20:45:00,2103.52,2109.48,2101.92,2106.6,16566.721
2026-03-31 21:00:00,2106.59,2106.6,2093.89,2096.49,29867.585
2026-03-31 21:15:00,2096.49,2099.8,2091.8,2099.16,17952.949
2026-03-31 21:30:00,2099.15,2102.89,2098.14,2100.13,15844.181
2026-03-31 21:45:00,2100.13,2108.88,2098.09,2101.5,29785.391
2026-03-31 22:00:00,2101.49,2103.44,2092.65,2098.93,26343.548
2026-03-31 22:15:00,2098.93,2101.24,2095.7,2095.71,15211.029
2026-03-31 22:30:00,2095.71,2099.19,2087.0,2096.38,52800.343
2026-03-31 22:45:00,2096.38,2096.5,2092.43,2095.7,17633.429
2026-03-31 23:00:00,2095.71,2099.41,2091.92,2095.8,21746.259
2026-03-31 23:15:00,2095.79,2105.7,2094.3,2099.54,35255.86
2026-03-31 23:30:00,2099.53,2104.76,2099.04,2103.81,19668.447
2026-03-31 23:45:00,2103.8,2107.93,2100.0,2104.49,31294.553
2026-04-01 00:00:00,2104.48,2105.91,2099.19,2101.47,32155.133
2026-04-01 00:15:00,2101.47,2106.73,2096.02,2100.44,27437.031
2026-04-01 00:30:00,2100.43,2102.65,2095.6,2102.65,17314.169
2026-04-01 00:45:00,2102.65,2117.44,2099.48,2113.91,76967.818
2026-04-01 01:00:00,2113.92,2115.0,2103.44,2106.24,33406.649
2026-04-01 01:15:00,2106.24,2106.25,2098.53,2098.66,27518.358
2026-04-01 01:30:00,2098.66,2101.5,2090.0,2095.84,41945.944
2026-04-01 01:45:00,2095.84,2096.63,2091.01,2092.01,21657.376
2026-04-01 02:00:00,2092.0,2095.48,2087.32,2091.71,25174.328
2026-04-01 02:15:00,2091.71,2095.35,2081.19,2084.62,57198.337
2026-04-01 02:30:00,2084.62,2090.2,2081.44,2087.24,32063.35
2026-04-01 02:45:00,2087.23,2090.79,2085.22,2087.58,20025.858
2026-04-01 03:00:00,2087.57,2106.73,2087.57,2100.3,64593.295
2026-04-01 03:15:00,2100.29,2101.75,2095.58,2097.65,23283.919
2026-04-01 03:30:00,2097.64,2100.78,2094.54,2099.75,17315.643
2026-04-01 03:45:00,2099.76,2106.0,2099.49,2101.87,27443.279
2026-04-01 04:00:00,2101.87,2104.38,2099.18,2100.86,19466.696
2026-04-01 04:15:00,2100.86,2109.97,2099.59,2109.21,44690.982
2026-04-01 04:30:00,2109.21,2111.23,2106.76,2108.76,28569.877
2026-04-01 04:45:00,2108.76,2115.71,2107.99,2110.39,35584.093
2026-04-01 05:00:00,2110.38,2114.48,2105.27,2112.84,32624.512
2026-04-01 05:15:00,2112.83,2135.6,2111.56,2126.54,164215.365
2026-04-01 05:30:00,2126.54,2130.61,2122.37,2124.6,53486.313
2026-04-01 05:45:00,2124.59,2127.32,2121.48,2121.65,31066.714
2026-04-01 06:00:00,2121.65,2143.33,2121.61,2137.23,126492.4
2026-04-01 06:15:00,2137.23,2144.27,2134.07,2143.0,96064.155
2026-04-01 06:30:00,2142.99,2154.94,2140.4,2154.1,128037.182
2026-04-01 06:45:00,2154.1,2156.47,2145.74,2150.27,79128.785
2026-04-01 07:00:00,2150.27,2157.99,2147.6,2148.76,86822.484
2026-04-01 07:15:00,2148.76,2149.0,2136.75,2138.46,89568.169
2026-04-01 07:30:00,2138.45,2141.11,2136.54,2138.93,38786.335
2026-04-01 07:45:00,2138.92,2139.4,2129.11,2130.13,66622.04
2026-04-01 08:00:00,2130.13,2135.88,2124.43,2125.57,72899.217
2026-04-01 08:15:00,2125.57,2136.42,2125.07,2135.44,68761.339
2026-04-01 08:30:00,2135.44,2142.1,2133.8,2139.19,44689.985
2026-04-01 08:45:00,2139.18,2142.76,2131.76,2136.02,47064.558
2026-04-01 09:00:00,2136.03,2139.5,2130.5,2132.77,32635.222
2026-04-01 09:15:00,2132.77,2134.5,2127.06,2132.83,39794.185
2026-04-01 09:30:00,2132.83,2135.98,2127.51,2129.67,29227.589
2026-04-01 09:45:00,2129.66,2137.49,2129.61,2135.49,30108.145
2026-04-01 10:00:00,2135.5,2136.94,2130.02,2130.16,20485.667
2026-04-01 10:15:00,2130.16,2134.15,2129.34,2129.88,19571.002
